,T0,T1,T2,u0,u1,u2,Ta0,Ta1,Ta2,y
7010,0.264804072,0.262015349,0.288963167,0,0.002668824,0.003002773,0.396666667,0.396666667,0.396666667,-0.045848291
7011,0.255634414,0.264804072,0.262015349,0,0,0.002668824,0.393333333,0.396666667,0.396666667,-0.055242752
7012,0.244585864,0.255634414,0.264804072,0,0,0,0.39,0.393333333,0.396666667,-0.072574272
7013,0.230071009,0.244585864,0.255634414,0.005781806,0,0,0.386666667,0.39,0.393333333,-0.028448163
7014,0.224381377,0.230071009,0.244585864,0,0.005781806,0,0.383333333,0.386666667,0.39,0.00948507
7015,0.226278391,0.224381377,0.230071009,0,0,0.005781806,0.383333333,0.383333333,0.386666667,-0.100024925
7016,0.206273406,0.226278391,0.224381377,0.00637902,0,0,0.383333333,0.383333333,0.383333333,-0.075037388
7017,0.191265928,0.206273406,0.226278391,0.003673748,0.00637902,0,0.383333333,0.383333333,0.383333333,-0.061179811
7018,0.179029966,0.191265928,0.206273406,0.000185508,0.003673748,0.00637902,0.383333333,0.383333333,0.383333333,-0.061903749
7019,0.166649216,0.179029966,0.191265928,0,0.000185508,0.003673748,0.381666667,0.383333333,0.383333333,0.009760354
7020,0.168601287,0.166649216,0.179029966,0,0,0.000185508,0.38,0.381666667,0.383333333,-0.00055285
7021,0.168490717,0.168601287,0.166649216,0,0,0,0.378333333,0.38,0.381666667,-0.012148304
7022,0.166061056,0.168490717,0.168601287,0,0,0,0.376666667,0.378333333,0.38,-0.160407827
7023,0.133979491,0.166061056,0.168490717,0.071166905,0,0,0.375,0.376666667,0.378333333,-0.065873329
7024,0.120804825,0.133979491,0.166061056,0.135297711,0.071166905,0,0.373333333,0.375,0.376666667,0.006535123
7025,0.12211185,0.120804825,0.133979491,0.197268345,0.135297711,0.071166905,0.371666667,0.373333333,0.375,0.092444332
7026,0.140600716,0.12211185,0.120804825,0.254699181,0.197268345,0.135297711,0.37,0.371666667,0.373333333,0.131989079
7027,0.166998532,0.140600716,0.12211185,0.31204486,0.254699181,0.197268345,0.368333333,0.37,0.371666667,0.233114089
7028,0.21362135,0.166998532,0.140600716,0.361681631,0.31204486,0.254699181,0.366666667,0.368333333,0.37,0.191886791
7029,0.251998708,0.21362135,0.166998532,0.419093653,0.361681631,0.31204486,0.365,0.366666667,0.368333333,0.279331051
7030,0.307864918,0.251998708,0.21362135,0.469727325,0.419093653,0.361681631,0.363333333,0.365,0.366666667,0.284919118
7031,0.364848742,0.307864918,0.251998708,0.463827599,0.469727325,0.419093653,0.365,0.363333333,0.365,0.198115951
7032,0.404471932,0.364848742,0.307864918,0.464889141,0.463827599,0.469727325,0.366666667,0.365,0.363333333,0.298622218
7033,0.464196375,0.404471932,0.364848742,0.452023664,0.464889141,0.463827599,0.368333333,0.366666667,0.365,0.251342348
7034,0.514464845,0.464196375,0.404471932,0.441356147,0.452023664,0.464889141,0.37,0.368333333,0.366666667,0.152390498
7035,0.544942945,0.514464845,0.464196375,0.43944032,0.441356147,0.452023664,0.374166667,0.37,0.368333333,0.229664426
7036,0.59087583,0.544942945,0.514464845,0.426815973,0.43944032,0.441356147,0.378333333,0.374166667,0.37,0.119792572
7037,0.614834344,0.59087583,0.544942945,0.424458182,0.426815973,0.43944032,0.3825,0.378333333,0.374166667,0.170086403
7038,0.648851625,0.614834344,0.59087583,0.414901749,0.424458182,0.426815973,0.386666667,0.3825,0.378333333,0.122762664
7039,0.673404158,0.648851625,0.614834344,0.408976571,0.414901749,0.424458182,0.394166667,0.386666667,0.3825,0.133526883
7040,0.700109534,0.673404158,0.648851625,0.400431537,0.408976571,0.414901749,0.401666667,0.394166667,0.386666667,0.121687233
7041,0.724446981,0.700109534,0.673404158,0.391784163,0.400431537,0.408976571,0.409166667,0.401666667,0.394166667,0.15841867
7042,0.756130715,0.724446981,0.700109534,0.377499375,0.391784163,0.400431537,0.416666667,0.409166667,0.401666667,0.123744687
7043,0.780879652,0.756130715,0.724446981,0.365499677,0.377499375,0.391784163,0.429166667,0.416666667,0.409166667,0.049186894
7044,0.790717031,0.780879652,0.756130715,0.360823448,0.365499677,0.377499375,0.441666667,0.429166667,0.416666667,0.094023941
7045,0.809521819,0.790717031,0.780879652,0.350369709,0.360823448,0.365499677,0.454166667,0.441666667,0.429166667,0.046458417
7046,0.818813503,0.809521819,0.790717031,0.34442057,0.350369709,0.360823448,0.466666667,0.454166667,0.441666667,0.089647082
7047,0.836742919,0.818813503,0.809521819,0.332916549,0.34442057,0.350369709,0.480833333,0.466666667,0.454166667,0.044477408
7048,0.845638401,0.836742919,0.818813503,0.325686245,0.332916549,0.34442057,0.495,0.480833333,0.466666667,0.067728174
7049,0.859184035,0.845638401,0.836742919,0.315249158,0.325686245,0.332916549,0.509166667,0.495,0.480833333,-0.002518222
7050,0.858680391,0.859184035,0.845638401,0.312254949,0.315249158,0.325686245,0.523333333,0.509166667,0.495,0.022197458
7051,0.863119882,0.858680391,0.859184035,0.306405223,0.312254949,0.315249158,0.526666667,0.523333333,0.509166667,0.048712101
7052,0.872862303,0.863119882,0.858680391,0.297215485,0.306405223,0.312254949,0.53,0.526666667,0.523333333,0.084581212
7053,0.889778545,0.872862303,0.863119882,0.283299771,0.297215485,0.306405223,0.533333333,0.53,0.526666667,-0.043571929
7054,0.881064159,0.889778545,0.872862303,0.283395466,0.283299771,0.297215485,0.536666667,0.533333333,0.53,-0.030485071
7055,0.874967145,0.881064159,0.889778545,0.282448493,0.283395466,0.283299771,0.536666667,0.536666667,0.533333333,0.04772563
7056,0.884512271,0.874967145,0.881064159,0.272715661,0.282448493,0.283395466,0.536666667,0.536666667,0.536666667,-0.030322547
7057,0.878447762,0.884512271,0.874967145,0.271558166,0.272715661,0.282448493,0.536666667,0.536666667,0.536666667,-0.055505396
7058,0.867346682,0.878447762,0.884512271,0.273675586,0.271558166,0.272715661,0.536666667,0.536666667,0.536666667,0.07373515
7059,0.882093712,0.867346682,0.878447762,0.26133167,0.273675586,0.271558166,0.5375,0.536666667,0.536666667,0.043021129
7060,0.890697938,0.882093712,0.867346682,0.251751776,0.26133167,0.273675586,0.538333333,0.5375,0.536666667,0.014859029
7061,0.893669744,0.890697938,0.882093712,0.244979449,0.251751776,0.26133167,0.539166667,0.538333333,0.5375,-0.046760784
7062,0.884317587,0.893669744,0.890697938,0.245230999,0.244979449,0.251751776,0.54,0.539166667,0.538333333,-0.014862137
7063,0.88134516,0.884317587,0.893669744,0.242280604,0.245230999,0.244979449,0.541666667,0.54,0.539166667,0.040290032
7064,0.889403166,0.88134516,0.884317587,0.233060925,0.242280604,0.245230999,0.543333333,0.541666667,0.54,0.023600496
7065,0.894123266,0.889403166,0.88134516,0.225340691,0.233060925,0.242280604,0.545,0.543333333,0.541666667,0.032602832
7066,0.900643832,0.894123266,0.889403166,0.216307957,0.225340691,0.233060925,0.546666667,0.545,0.543333333,0.008423948
7067,0.902328622,0.900643832,0.894123266,0.209733839,0.216307957,0.225340691,0.546666667,0.546666667,0.545,-0.087305965
7068,0.884867429,0.902328622,0.900643832,0.214234612,0.209733839,0.216307957,0.546666667,0.546666667,0.546666667,0.018686081
7069,0.888604645,0.884867429,0.902328622,0.207339712,0.214234612,0.209733839,0.546666667,0.546666667,0.546666667,-0.035238645
7070,0.881556916,0.888604645,0.884867429,0.206528407,0.207339712,0.214234612,0.546666667,0.546666667,0.546666667,0.065434903
7071,0.894643896,0.881556916,0.888604645,0.194363395,0.206528407,0.207339712,0.544166667,0.546666667,0.546666667,0.013220142
7072,0.897287925,0.894643896,0.881556916,0.187563051,0.194363395,0.206528407,0.541666667,0.544166667,0.546666667,-0.020777339
7073,0.893132457,0.897287925,0.894643896,0.184582189,0.187563051,0.194363395,0.539166667,0.541666667,0.544166667,-0.003974029
7074,0.892337651,0.893132457,0.897287925,0.1798718,0.184582189,0.187563051,0.536666667,0.539166667,0.541666667,-0.0233903
7075,0.887659591,0.892337651,0.893132457,0.177470799,0.1798718,0.184582189,0.5325,0.536666667,0.539166667,-0.004430152
7076,0.886773561,0.887659591,0.892337651,0.173117673,0.177470799,0.1798718,0.528333333,0.5325,0.536666667,-0.043045512
7077,0.878164459,0.886773561,0.887659591,0.173318896,0.173117673,0.177470799,0.524166667,0.528333333,0.5325,0.00718376
7078,0.87960121,0.878164459,0.886773561,0,0.173318896,0.173117673,0.52,0.524166667,0.528333333,0.013933142
7079,0.882387839,0.87960121,0.878164459,0,0,0.173318896,0.513333333,0.52,0.524166667,-0.159783006
7080,0.850431238,0.882387839,0.87960121,0,0,0,0.506666667,0.513333333,0.52,-0.127011369
7081,0.825028964,0.850431238,0.882387839,0,0,0,0.5,0.506666667,0.513333333,-0.164990994
7082,0.792030765,0.825028964,0.850431238,0,0,0,0.493333333,0.5,0.506666667,-0.177266829
7083,0.756577399,0.792030765,0.825028964,0,0,0,0.4875,0.493333333,0.5,-0.165009676
7084,0.723575464,0.756577399,0.792030765,0,0,0,0.481666667,0.4875,0.493333333,-0.077477326
7085,0.708079999,0.723575464,0.756577399,0,0,0,0.475833333,0.481666667,0.4875,-0.172718286
7086,0.673536342,0.708079999,0.723575464,0,0,0,0.47,0.475833333,0.481666667,-0.109598266
7087,0.651616689,0.673536342,0.708079999,0,0,0,0.4575,0.47,0.475833333,-0.103671872
7088,0.630882314,0.651616689,0.673536342,0,0,0,0.445,0.4575,0.47,-0.148602239
7089,0.601161866,0.630882314,0.651616689,0,0,0,0.4325,0.445,0.4575,-0.141935373
7090,0.572774792,0.601161866,0.630882314,0,0,0,0.42,0.4325,0.445,-0.157615937
7091,0.541251604,0.572774792,0.601161866,0,0,0,0.413333333,0.42,0.4325,-0.192125199
7092,0.502826564,0.541251604,0.572774792,0,0,0,0.406666667,0.413333333,0.42,-0.143476886
7093,0.474131187,0.502826564,0.541251604,0,0,0,0.4,0.406666667,0.413333333,-0.084781538
7094,0.45717488,0.474131187,0.502826564,0,0,0,0.393333333,0.4,0.406666667,-0.039896768
7095,0.449195526,0.45717488,0.474131187,0,0,0,0.384166667,0.393333333,0.4,-0.081883413
7096,0.432818843,0.449195526,0.45717488,0,0,0,0.375,0.384166667,0.393333333,-0.077650761
7097,0.417288691,0.432818843,0.449195526,0,0,0,0.365833333,0.375,0.384166667,-0.062907957
7098,0.4047071,0.417288691,0.432818843,0,0,0,0.356666667,0.365833333,0.375,-0.091139426
7099,0.386479214,0.4047071,0.417288691,0,0,0,0.3475,0.356666667,0.365833333,-0.086032744
7100,0.369272666,0.386479214,0.4047071,0,0,0,0.338333333,0.3475,0.356666667,-0.083924645
7101,0.352487737,0.369272666,0.386479214,0,0,0,0.329166667,0.338333333,0.3475,-0.049332337
7102,0.342621269,0.352487737,0.369272666,0,0,0,0.32,0.329166667,0.338333333,-0.038024869
7103,0.335016295,0.342621269,0.352487737,0.004018829,0,0,0.32,0.32,0.329166667,-0.040243576
7104,0.32696758,0.335016295,0.342621269,0,0.004018829,0,0.32,0.32,0.32,-0.034108504
7105,0.320145879,0.32696758,0.335016295,0,0,0.004018829,0.32,0.32,0.32,-0.000940991
7106,0.319957681,0.320145879,0.32696758,0,0,0,0.32,0.32,0.32,-0.056151894
7107,0.308727302,0.319957681,0.320145879,0.000235384,0,0,0.3175,0.32,0.32,-0.070844157
7108,0.294558471,0.308727302,0.319957681,0,0.000235384,0,0.315,0.3175,0.32,-0.147251804
7109,0.26510811,0.294558471,0.308727302,0.007710331,0,0.000235384,0.3125,0.315,0.3175,-0.097240148
7110,0.245660081,0.26510811,0.294558471,0.004326786,0.007710331,0,0.31,0.3125,0.315,0.002169166
7111,0.246093914,0.245660081,0.26510811,0,0.004326786,0.007710331,0.319166667,0.31,0.3125,-0.042593699
7112,0.237575174,0.246093914,0.245660081,0,0,0.004326786,0.328333333,0.319166667,0.31,-0.030095322
7113,0.23155611,0.237575174,0.246093914,0,0,0,0.3375,0.328333333,0.319166667,-0.037376153
7114,0.224080879,0.23155611,0.237575174,0.002655398,0,0,0.346666667,0.3375,0.328333333,-0.150876318
7115,0.193905615,0.224080879,0.23155611,0.007808698,0.002655398,0,0.35,0.346666667,0.3375,0.028840781
7116,0.199673772,0.193905615,0.224080879,0,0.007808698,0.002655398,0.353333333,0.35,0.346666667,-0.135479183
7117,0.172577935,0.199673772,0.193905615,0.008724648,0,0.007808698,0.356666667,0.353333333,0.35,-0.044130557
7118,0.163751823,0.172577935,0.199673772,0.00428555,0.008724648,0,0.36,0.356666667,0.353333333,0.010530764
7119,0.165857976,0.163751823,0.172577935,0.052292971,0.00428555,0.008724648,0.359166667,0.36,0.356666667,-0.079482491
7120,0.149961478,0.165857976,0.163751823,0.116240485,0.052292971,0.00428555,0.358333333,0.359166667,0.36,-0.026494673
7121,0.144662543,0.149961478,0.165857976,0.180444782,0.116240485,0.052292971,0.3575,0.358333333,0.359166667,0.032632332
7122,0.15118901,0.144662543,0.149961478,0.243600868,0.180444782,0.116240485,0.356666667,0.3575,0.358333333,0.140879076
7123,0.179364825,0.15118901,0.144662543,0.299321142,0.243600868,0.180444782,0.354166667,0.356666667,0.3575,0.174829573
7124,0.21433074,0.179364825,0.15118901,0.355070757,0.299321142,0.243600868,0.351666667,0.354166667,0.356666667,0.303771178
7125,0.275084975,0.21433074,0.179364825,0.39939019,0.355070757,0.299321142,0.349166667,0.351666667,0.354166667,0.220753376
7126,0.31923565,0.275084975,0.21433074,0.455575353,0.39939019,0.355070757,0.346666667,0.349166667,0.351666667,0.285969647
7127,0.37642958,0.31923565,0.275084975,0.448921358,0.455575353,0.39939019,0.341666667,0.346666667,0.349166667,0.364161084
7128,0.449261797,0.37642958,0.31923565,0.429967588,0.448921358,0.455575353,0.336666667,0.341666667,0.346666667,0.255431408
7129,0.500348078,0.449261797,0.37642958,0.419652713,0.429967588,0.448921358,0.331666667,0.336666667,0.341666667,0.239782122
7130,0.548304503,0.500348078,0.449261797,0.408325461,0.419652713,0.429967588,0.326666667,0.331666667,0.336666667,0.215934344
7131,0.591491372,0.548304503,0.500348078,0.397116204,0.408325461,0.419652713,0.3275,0.326666667,0.331666667,0.205262619
7132,0.632543895,0.591491372,0.548304503,0.384752711,0.397116204,0.408325461,0.328333333,0.3275,0.326666667,0.16291179
7133,0.665126253,0.632543895,0.591491372,0.375049453,0.384752711,0.397116204,0.329166667,0.328333333,0.3275,0.110527717
7134,0.687231797,0.665126253,0.632543895,0.369647538,0.375049453,0.384752711,0.33,0.329166667,0.328333333,0.103678743
7135,0.707967545,0.687231797,0.665126253,0.363816585,0.369647538,0.375049453,0.3275,0.33,0.329166667,0.152683255
7136,0.738504196,0.707967545,0.687231797,0.351116453,0.363816585,0.369647538,0.325,0.3275,0.33,0.110203168
7137,0.76054483,0.738504196,0.707967545,0.34167585,0.351116453,0.363816585,0.3225,0.325,0.3275,0.096445773
7138,0.779833984,0.76054483,0.738504196,0.332615797,0.34167585,0.351116453,0.32,0.3225,0.325,0.077172246
7139,0.795268434,0.779833984,0.76054483,0.324732703,0.332615797,0.34167585,0.325833333,0.32,0.3225,0.070652322
7140,0.809398898,0.795268434,0.779833984,0.316752797,0.324732703,0.332615797,0.331666667,0.325833333,0.32,0.086753002
7141,0.826749498,0.809398898,0.795268434,0.306109452,0.316752797,0.324732703,0.3375,0.331666667,0.325833333,-0.003971811
7142,0.825955136,0.826749498,0.809398898,0.305086747,0.306109452,0.316752797,0.343333333,0.3375,0.331666667,-0.005614066
7143,0.824832323,0.825955136,0.826749498,0.304299769,0.305086747,0.306109452,0.354166667,0.343333333,0.3375,-0.009893312
7144,0.822853661,0.824832323,0.825955136,0.304074415,0.304299769,0.305086747,0.365,0.354166667,0.343333333,0.067126967
7145,0.836279054,0.822853661,0.824832323,0.294973288,0.304074415,0.304299769,0.375833333,0.365,0.354166667,-0.078162842
7146,0.820646486,0.836279054,0.822853661,0.302076783,0.294973288,0.304074415,0.386666667,0.375833333,0.365,0.149914078
7147,0.850629301,0.820646486,0.836279054,0.28343978,0.302076783,0.294973288,0.408333333,0.386666667,0.375833333,-0.01855517
7148,0.846918267,0.850629301,0.820646486,0.282791811,0.28343978,0.302076783,0.43,0.408333333,0.386666667,-0.03378178
7149,0.840161911,0.846918267,0.850629301,0.284126449,0.282791811,0.28343978,0.451666667,0.43,0.408333333,0.001501159
7150,0.840462143,0.840161911,0.846918267,0.281720096,0.284126449,0.282791811,0.473333333,0.451666667,0.43,-0.010821371
7151,0.838297869,0.840462143,0.840161911,0.280734692,0.281720096,0.284126449,0.4925,0.473333333,0.451666667,0.034182873
7152,0.845134444,0.838297869,0.840462143,0.274619031,0.280734692,0.281720096,0.511666667,0.4925,0.473333333,0.047664642
7153,0.854667372,0.845134444,0.838297869,0.266550687,0.274619031,0.280734692,0.530833333,0.511666667,0.4925,-0.014687892
7154,0.851729794,0.854667372,0.845134444,0.265227198,0.266550687,0.274619031,0.55,0.530833333,0.511666667,-0.011461101
7155,0.849437573,0.851729794,0.854667372,0.263690449,0.265227198,0.266550687,0.56,0.55,0.530833333,-0.049745062
7156,0.839488561,0.849437573,0.851729794,0.266747508,0.263690449,0.265227198,0.57,0.56,0.55,-0.003955129
7157,0.838697535,0.839488561,0.849437573,0.265015131,0.266747508,0.263690449,0.58,0.57,0.56,0.040959258
7158,0.846889387,0.838697535,0.839488561,0.258086688,0.265015131,0.266747508,0.59,0.58,0.57,0.032108502
7159,0.853311087,0.846889387,0.838697535,0.25173573,0.258086688,0.265015131,0.5975,0.59,0.58,-0.059270563
7160,0.841456975,0.853311087,0.846889387,0.255688902,0.25173573,0.258086688,0.605,0.5975,0.59,0.083259543
7161,0.858108883,0.841456975,0.853311087,0.243672123,0.255688902,0.25173573,0.6125,0.605,0.5975,0.003178437
7162,0.858744571,0.858108883,0.841456975,0.240073034,0.243672123,0.255688902,0.62,0.6125,0.605,0.015497595
7163,0.86184409,0.858744571,0.858108883,0.235001394,0.240073034,0.243672123,0.626666667,0.62,0.6125,0.103894365
7164,0.882622963,0.86184409,0.858744571,0.219444602,0.235001394,0.240073034,0.633333333,0.626666667,0.62,0.096515379
7165,0.901926039,0.882622963,0.86184409,0.20359431,0.219444602,0.235001394,0.64,0.633333333,0.626666667,0.132062534
7166,0.928338545,0.901926039,0.882622963,0.182524457,0.20359431,0.219444602,0.646666667,0.64,0.633333333,-0.02432911
7167,0.923472723,0.928338545,0.901926039,0.178232934,0.182524457,0.20359431,0.645833333,0.646666667,0.64,0.014366071
7168,0.926345938,0.923472723,0.928338545,0.169697296,0.178232934,0.182524457,0.645,0.645833333,0.646666667,0.010449725
7169,0.928435883,0.926345938,0.923472723,0.161458943,0.169697296,0.178232934,0.644166667,0.645,0.645833333,-0.058453124
7170,0.916745258,0.928435883,0.926345938,0.161143147,0.161458943,0.169697296,0.643333333,0.644166667,0.645,-0.013741003
7171,0.913997057,0.916745258,0.928435883,0.156260417,0.161143147,0.161458943,0.635833333,0.643333333,0.644166667,0.002355888
7172,0.914468235,0.913997057,0.916745258,0.149652393,0.156260417,0.161143147,0.628333333,0.635833333,0.643333333,-0.022665028
7173,0.909935229,0.914468235,0.913997057,0.1459373,0.149652393,0.156260417,0.620833333,0.628333333,0.635833333,-0.022472933
7174,0.905440643,0.909935229,0.914468235,0,0.1459373,0.149652393,0.613333333,0.620833333,0.628333333,-0.018615111
7175,0.901717621,0.905440643,0.909935229,0,0,0.1459373,0.593333333,0.613333333,0.620833333,-0.131803091
7176,0.875357002,0.901717621,0.905440643,0,0,0,0.573333333,0.593333333,0.613333333,-0.088799258
7177,0.857597151,0.875357002,0.901717621,0,0,0,0.553333333,0.573333333,0.593333333,-0.135331845
7178,0.830530782,0.857597151,0.875357002,0,0,0,0.533333333,0.553333333,0.573333333,-0.084120005
7179,0.813706781,0.830530782,0.857597151,0,0,0,0.530833333,0.533333333,0.553333333,-0.146799467
7180,0.784346887,0.813706781,0.830530782,0,0,0,0.528333333,0.530833333,0.533333333,-0.081228947
7181,0.768101098,0.784346887,0.813706781,0,0,0,0.525833333,0.528333333,0.530833333,-0.164370625
7182,0.735226973,0.768101098,0.784346887,0,0,0,0.523333333,0.525833333,0.528333333,-0.13296356
7183,0.708634261,0.735226973,0.768101098,0,0,0,0.5,0.523333333,0.525833333,-0.076182325
7184,0.693397796,0.708634261,0.735226973,0,0,0,0.476666667,0.5,0.523333333,-0.162625822
7185,0.660872632,0.693397796,0.708634261,0,0,0,0.453333333,0.476666667,0.5,-0.155410487
7186,0.629790534,0.660872632,0.693397796,0,0,0,0.43,0.453333333,0.476666667,-0.110683124
7187,0.607653909,0.629790534,0.660872632,0,0,0,0.429166667,0.43,0.453333333,-0.063942436
7188,0.594865422,0.607653909,0.629790534,0,0,0,0.428333333,0.429166667,0.43,-0.138764332
7189,0.567112556,0.594865422,0.607653909,0,0,0,0.4275,0.428333333,0.429166667,-0.032918585
7190,0.560528839,0.567112556,0.594865422,0,0,0,0.426666667,0.4275,0.428333333,-0.058230715
7191,0.548882696,0.560528839,0.567112556,0,0,0,0.418333333,0.426666667,0.4275,-0.066586196
7192,0.535565456,0.548882696,0.560528839,0,0,0,0.41,0.418333333,0.426666667,-0.135252294
7193,0.508514998,0.535565456,0.548882696,0,0,0,0.401666667,0.41,0.418333333,-0.114804982
7194,0.485554001,0.508514998,0.535565456,0,0,0,0.393333333,0.401666667,0.41,-0.06880119
7195,0.471793763,0.485554001,0.508514998,0,0,0,0.385,0.393333333,0.401666667,-0.019532795
7196,0.467887204,0.471793763,0.485554001,0,0,0,0.376666667,0.385,0.393333333,-0.13108152
7197,0.4416709,0.467887204,0.471793763,0,0,0,0.368333333,0.376666667,0.385,-0.029259023
7198,0.435819095,0.4416709,0.467887204,0,0,0,0.36,0.368333333,0.376666667,-0.047999397
7199,0.426219216,0.435819095,0.4416709,0,0,0,0.349166667,0.36,0.368333333,0.003259877
7200,0.426871191,0.426219216,0.435819095,0,0,0,0.338333333,0.349166667,0.36,-0.128939467
7201,0.401083298,0.426871191,0.426219216,0,0,0,0.3275,0.338333333,0.349166667,0.001915482
7202,0.401466395,0.401083298,0.426871191,0,0,0,0.316666667,0.3275,0.338333333,-0.102507344
7203,0.380964926,0.401466395,0.401083298,0,0,0,0.311666667,0.316666667,0.3275,-0.019079323
7204,0.377149061,0.380964926,0.401466395,0,0,0,0.306666667,0.311666667,0.316666667,-0.077604946
7205,0.361628072,0.377149061,0.380964926,0,0,0,0.301666667,0.306666667,0.311666667,-0.053741972
7206,0.350879678,0.361628072,0.377149061,0,0,0,0.296666667,0.301666667,0.306666667,-0.013880107
7207,0.348103656,0.350879678,0.361628072,0,0,0,0.291666667,0.296666667,0.301666667,-0.108705216
7208,0.326362613,0.348103656,0.350879678,0,0,0,0.286666667,0.291666667,0.296666667,-0.025833911
7209,0.321195831,0.326362613,0.348103656,0.000365414,0,0,0.281666667,0.286666667,0.291666667,-0.106337609
7210,0.299928309,0.321195831,0.326362613,0,0.000365414,0,0.276666667,0.281666667,0.286666667,-0.006261366
7211,0.298676036,0.299928309,0.321195831,0,0,0.000365414,0.274166667,0.276666667,0.281666667,0.01073325
7212,0.300822686,0.298676036,0.299928309,0,0,0,0.271666667,0.274166667,0.276666667,-0.131996144
7213,0.274423457,0.300822686,0.298676036,0.009096618,0,0,0.269166667,0.271666667,0.274166667,-0.050409815
7214,0.264341494,0.274423457,0.300822686,0,0.009096618,0,0.266666667,0.269166667,0.271666667,-0.09469614
7215,0.245402266,0.264341494,0.274423457,0.065809364,0,0.009096618,0.258333333,0.266666667,0.269166667,-0.066274612
7216,0.232147344,0.245402266,0.264341494,0.123796832,0.065809364,0,0.25,0.258333333,0.266666667,-0.022886719
7217,0.22757,0.232147344,0.245402266,0.183014319,0.123796832,0.065809364,0.241666667,0.25,0.258333333,0.009650663
7218,0.229500132,0.22757,0.232147344,0.24424563,0.183014319,0.123796832,0.233333333,0.241666667,0.25,0.217485833
7219,0.272997299,0.229500132,0.22757,0.286677831,0.24424563,0.183014319,0.2375,0.233333333,0.241666667,0.083218759
7220,0.289641051,0.272997299,0.229500132,0.347913571,0.286677831,0.24424563,0.241666667,0.2375,0.233333333,0.253951648
7221,0.34043138,0.289641051,0.272997299,0.393861375,0.347913571,0.286677831,0.245833333,0.241666667,0.2375,0.181446704
7222,0.376720721,0.34043138,0.289641051,0.451001961,0.393861375,0.347913571,0.25,0.245833333,0.241666667,0.213300957
7223,0.419380913,0.376720721,0.34043138,0.449632365,0.451001961,0.393861375,0.250833333,0.25,0.245833333,0.275970658
7224,0.474575044,0.419380913,0.376720721,0.438581293,0.449632365,0.451001961,0.251666667,0.250833333,0.25,0.275357948
7225,0.529646634,0.474575044,0.419380913,0.424535363,0.438581293,0.449632365,0.2525,0.251666667,0.250833333,0.23231571
7226,0.576109776,0.529646634,0.474575044,0.412451495,0.424535363,0.438581293,0.253333333,0.2525,0.251666667,0.216830036
7227,0.619475783,0.576109776,0.529646634,0.399593004,0.412451495,0.424535363,0.266666667,0.253333333,0.2525,0.215846873
7228,0.662645158,0.619475783,0.576109776,0.384439992,0.399593004,0.412451495,0.28,0.266666667,0.253333333,0.16278529
7229,0.695202216,0.662645158,0.619475783,0.373079199,0.384439992,0.399593004,0.293333333,0.28,0.266666667,0.136623802
7230,0.722526976,0.695202216,0.662645158,0.362961855,0.373079199,0.384439992,0.306666667,0.293333333,0.28,0.125478414
7231,0.747622659,0.722526976,0.695202216,0.352626763,0.362961855,0.373079199,0.33,0.306666667,0.293333333,0.039169713
7232,0.755456601,0.747622659,0.722526976,0.350966816,0.352626763,0.362961855,0.353333333,0.33,0.306666667,0.083669499
7233,0.772190501,0.755456601,0.747622659,0.343680007,0.350966816,0.352626763,0.376666667,0.353333333,0.33,0.092188326
7234,0.790628166,0.772190501,0.755456601,0.334469675,0.343680007,0.350966816,0.4,0.376666667,0.353333333,0.091703978
7235,0.808968962,0.790628166,0.772190501,0.324291535,0.334469675,0.343680007,0.410833333,0.4,0.376666667,0.046408804
7236,0.818250723,0.808968962,0.790628166,0.318378899,0.324291535,0.334469675,0.421666667,0.410833333,0.4,-0.009408999
7237,0.816368923,0.818250723,0.808968962,0.318462686,0.318378899,0.324291535,0.4325,0.421666667,0.410833333,0.038057227
7238,0.823980368,0.816368923,0.818250723,0.313113292,0.318462686,0.318378899,0.443333333,0.4325,0.421666667,0.005826531
7239,0.825145674,0.823980368,0.816368923,0.311101287,0.313113292,0.318462686,0.469166667,0.443333333,0.4325,0.021439782
7240,0.829433631,0.825145674,0.823980368,0.307202997,0.311101287,0.313113292,0.495,0.469166667,0.443333333,0.034551807
7241,0.836343992,0.829433631,0.825145674,0.301536751,0.307202997,0.311101287,0.520833333,0.495,0.469166667,-0.030424932
7242,0.830259006,0.836343992,0.829433631,0.303067216,0.301536751,0.307202997,0.546666667,0.520833333,0.495,0.107886686
7243,0.851836343,0.830259006,0.836343992,0.28879938,0.303067216,0.301536751,0.563333333,0.546666667,0.520833333,0.005662575
7244,0.852968858,0.851836343,0.830259006,0.28525895,0.28879938,0.303067216,0.58,0.563333333,0.546666667,0.034972638
7245,0.859963386,0.852968858,0.851836343,0.278236094,0.28525895,0.28879938,0.596666667,0.58,0.563333333,0.017392581
7246,0.863441902,0.859963386,0.852968858,0.272875661,0.278236094,0.28525895,0.613333333,0.596666667,0.58,0.004172239
7247,0.86427635,0.863441902,0.859963386,0.268864349,0.272875661,0.278236094,0.618333333,0.613333333,0.596666667,-0.033793948
7248,0.85751756,0.86427635,0.863441902,0.269236068,0.268864349,0.272875661,0.623333333,0.618333333,0.613333333,0.08554874
7249,0.874627308,0.85751756,0.86427635,0.256059962,0.269236068,0.268864349,0.628333333,0.623333333,0.618333333,-0.001224465
7250,0.874382415,0.874627308,0.85751756,0.252056854,0.256059962,0.269236068,0.633333333,0.628333333,0.623333333,-0.040234499
